batch_size,cpus,device,epochs,learning_rate,n_bottleneck,n_layers,shuffle,verbose,n_inputs,seed,fraud_ranks_test,rank_mean_test,rank_std_test,max_fraud_test,min_detect_test,auc_pr_test,auc_roc_test
2048.0,8.0,cuda,50.0,0.01,32.0,2.0,1.0,1.0,234.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 34, 35, 36, 37, 38, 41, 44, 45, 50, 52, 56, 57, 63, 64, 66, 73, 78, 80, 94, 95, 97, 100, 101, 103, 116, 119, 120, 124, 125, 127, 128, 129, 130, 154, 175, 188, 204, 205, 206, 262, 292, 306, 353, 354, 355, 380, 396, 429, 446, 456, 469, 506, 550, 589, 719, 1468, 1474]",163.13953488372093,256.82267716609533,-1.4796904,1474.0,0.6414311457842856,0.9968078636443228
