batch_size,cpus,device,epochs,learning_rate,n_bottleneck,n_layers,shuffle,verbose,n_inputs,seed,fraud_ranks_test,rank_mean_test,rank_std_test,max_fraud_test,min_detect_test,auc_pr_test,auc_roc_test
2048.0,8.0,cuda,50.0,0.01,32.0,2.0,1.0,1.0,228.0,0.0,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 49, 52, 81, 249, 250, 408, 653, 654, 805, 899, 900, 901, 902, 903, 970, 1022, 1023, 1024, 1025, 1098, 1099, 1100, 1101, 1102, 1299, 1300, 1419, 1469, 1499, 1509, 1706, 1707, 1763, 1764, 2101, 2185, 2258, 2275, 2296, 2309, 2310, 2311, 2312, 2365, 2366, 2367, 2368, 2908, 3045, 3046, 3047, 3048, 3049, 3050, 3051, 3235, 3304, 3305, 3346, 3347, 3348, 3349, 3350, 3351, 3352, 3353, 3354, 3373, 3375, 3376, 3377, 3378, 5350, 5615, 5879, 6007, 7781, 7951, 8106, 8107, 8108, 8109, 8110, 8111, 8112, 8113, 8114, 8115, 8116, 8117, 8118, 8496, 8497, 8498, 8499, 8500, 8501, 24912, 24913, 24914, 24915, 24916, 24917, 24918, 24919, 24920, 29015, 29016, 29017, 29018, 29019, 29020, 29021, 29022, 29023, 29024, 29025, 29026, 31382, 31383, 31384, 31385, 31386, 31387, 31388, 31389, 31390, 31391, 31392, 31393, 31394, 31395, 31396, 31397, 31398, 31399, 31400, 31401, 31402, 31403, 31404, 31405, 31406, 31407, 31408, 31409, 31410, 31411, 31412, 31413, 31414, 31415, 31416, 31417, 31418, 35580, 35581, 35582, 35583, 35584, 40082, 40083, 53922]",12761.92513368984,13891.477184544725,-0.06392351,53922.0,0.09835196019593162,0.8090399063892048
