batch_size,cpus,device,epochs,learning_rate,n_bottleneck,n_layers,shuffle,verbose,n_inputs,seed,fraud_ranks_test,rank_mean_test,rank_std_test,max_fraud_test,min_detect_test,auc_pr_test,auc_roc_test
2048.0,8.0,cuda,50.0,0.01,32.0,2.0,1.0,1.0,228.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 24, 25, 29, 30, 32, 33, 34, 45, 46, 51, 52, 66, 67, 83, 207, 210, 226, 227, 229, 268, 275, 292, 293, 318, 348, 397, 405, 413, 540, 576, 577, 592, 593, 594, 615, 617, 677, 678, 679, 761, 762, 984, 985, 993, 1016, 1034, 1045, 1046, 1064, 1075, 1076, 1083, 1090, 1108, 1109, 1250, 1251, 1437, 1438, 1544, 1545, 1562, 1610, 1628, 1728, 1729, 1730, 1731, 1732, 1835, 1839, 1840, 1841, 1842, 1843, 1844, 1845, 2001, 2002, 2003, 2125, 2465, 2549, 2610, 2659, 3109, 3188, 3325, 3483, 3545, 3672, 3673, 3674, 4104, 4105, 4106, 4107, 4297, 4469, 4470, 4471, 4472, 4473, 4474, 4505, 4506, 5124, 5526, 5705, 5706, 5707, 6220, 7811, 7812, 7813, 7814, 7815, 7816, 8088, 8089, 8090, 8091, 8092, 8093, 8094, 10312, 10313, 10314, 10315, 10316, 10317, 10318, 10319, 10320, 10321, 10322, 10323, 10324, 10505, 10506, 10507, 11815, 11816, 11817, 42961, 42962, 42963, 42964, 42965, 42966, 42967, 42968, 42969, 42970, 42971, 42972, 42973, 42974, 42975, 42976, 42977, 42978, 42979, 43595, 43596, 43597, 43598, 43599, 43600, 43601, 45817, 45818, 45819, 45820, 45821, 45822, 45823, 45824, 45825, 45826, 45827, 45828, 45829, 45830, 45831, 45832, 45833, 45834, 45835, 45836, 45837, 45838, 51704, 51705, 51706, 51707, 51708, 51709, 66934, 66935, 93353, 93354, 93355, 93356]",15484.856502242152,21658.069958958054,-0.050874505,93356.0,0.15791943751033247,0.8380395672151967
